c_mun;un;ano;c_prest;t_Serv;nat_jur_c;FN017;nat_jur_b;Urbanizacao;AG005;AG011;AG021;QD023;IN008;IN013;IN058
170200;TO;2014;17210000;0;0;13.87;1;67;3.64;5.79;7.77;8.37;10.93;23.41;-0.58
170200;TO;2013;17210000;0;0;13.98;1;67;3.53;5.79;7.76;8.17;10.76;20.40;-0.34
170210;TO;2014;17210000;1;0;17.17;1;95;6.76;9.09;11.00;12.09;11.07;29.93;-0.76
170210;TO;2013;17210000;1;0;17.08;1;95;6.67;9.09;10.93;11.90;10.37;29.44;-0.56
170215;TO;2014;17210000;0;0;12.89;1;67;3.04;5.17;7.31;7.67;10.51;25.73;-0.80
170215;TO;2013;17210000;0;0;13.34;1;67;3.04;5.17;7.30;7.92;10.61;25.73;-0.67
170230;TO;2014;17210000;0;0;14.08;1;81;3.76;5.57;7.61;8.03;11.22;3.06;-0.26
170230;TO;2013;17210000;0;0;13.89;1;81;3.76;5.57;7.61;8.19;10.46;-4.25;-0.27
170240;TO;2014;17210000;0;0;13.98;1;69;3.46;6.05;7.99;8.71;11.01;23.32;-0.80
170240;TO;2013;17210000;0;0;14.22;1;69;3.46;6.05;7.97;8.38;10.74;27.06;-0.56
170255;TO;2014;17210000;1;0;14.29;1;83;3.96;6.66;8.59;9.29;10.76;6.23;-0.97
170255;TO;2013;17210000;1;0;14.47;1;83;3.85;6.66;8.56;9.10;10.54;6.23;-0.82
170270;TO;2014;17210001;0;1;12.09;0;72;2.78;5.07;7.12;7.05;10.36;5.52;-0.87
170270;TO;2013;17210001;0;1;11.67;0;72;2.75;4.36;7.01;7.02;10.01;51.76;-4.61
170300;TO;2014;17210000;0;0;13.71;1;47;2.63;5.42;7.34;7.89;10.75;17.64;-0.99
170300;TO;2013;17210000;0;0;13.64;1;47;2.63;5.42;7.36;7.98;10.34;17.36;-0.82
170305;TO;2014;17210001;0;1;11.57;0;54;2.60;4.79;6.81;5.26;10.80;18.61;-1.24
170305;TO;2013;17210001;0;1;11.09;0;54;2.52;4.47;6.62;7.17;9.87;4.54;-0.84
170307;TO;2014;17210001;0;1;11.39;0;53;2.21;4.99;6.97;5.81;10.16;21.86;-1.31
170307;TO;2013;17210001;0;1;11.10;0;53;2.21;3.89;6.83;6.55;9.34;65.00;-1.05
170310;TO;2014;17210000;0;0;13.76;1;84;3.13;5.51;7.46;8.12;10.93;18.97;-0.71
170310;TO;2013;17210000;0;0;13.58;1;84;3.40;5.51;7.44;8.13;10.49;17.13;-0.51
170320;TO;2014;17210001;0;1;11.81;0;49;3.13;4.96;7.04;5.44;11.04;-4.71;-0.71
170320;TO;2013;17210001;0;1;11.49;0;49;3.13;2.53;6.82;7.05;11.13;90.13;-0.69
170360;TO;2014;17210001;0;1;11.26;0;70;2.62;4.47;6.57;4.68;10.48;18.56;-0.94
170360;TO;2013;17210001;0;1;10.92;0;70;2.56;4.31;6.35;6.08;9.56;-9.46;-0.37
170370;TO;2014;17210001;0;1;12.46;0;81;3.69;5.32;7.35;6.73;11.22;-21.86;0.12
170370;TO;2013;17210001;0;1;12.29;0;81;3.69;5.35;7.20;7.56;11.66;21.01;-0.27
170380;TO;2014;17210000;0;0;13.57;1;76;3.37;6.01;8.02;8.52;10.57;4.14;-0.37
170380;TO;2013;17210000;0;0;13.86;1;76;3.56;6.01;7.99;8.10;10.32;4.14;-0.21
170384;TO;2014;17210000;0;0;13.01;1;59;3.36;5.52;7.53;8.20;10.18;13.62;-0.94
170384;TO;2013;17210000;0;0;13.33;1;59;3.36;5.52;7.51;8.41;10.22;13.62;-0.82
170386;TO;2014;17210001;0;1;11.78;0;56;2.74;4.85;6.78;5.03;10.69;5.09;-0.80
170386;TO;2013;17210001;0;1;11.42;0;56;2.74;4.83;6.67;6.58;9.64;-0.14;-0.78
170388;TO;2014;17210001;0;1;11.53;0;79;2.25;4.30;6.52;5.38;10.00;-3.95;0.17
170388;TO;2013;17210001;0;1;10.90;0;79;2.25;4.24;6.22;5.98;9.58;-12.77;-1.77
170389;TO;2014;17210000;1;0;12.81;1;53;2.34;4.91;7.07;7.51;10.38;0.12;-0.39
170389;TO;2013;17210000;1;0;13.10;1;53;2.34;4.91;7.06;7.41;10.13;0.12;-0.07
170390;TO;2014;17210001;0;1;11.98;0;59;2.73;5.08;7.13;6.29;10.91;10.78;-0.76
170390;TO;2013;17210001;0;1;11.75;0;59;2.72;5.04;6.90;7.24;10.65;18.41;-0.63
170410;TO;2014;17210001;0;1;11.44;0;59;2.28;4.39;6.52;4.51;10.14;18.15;-0.89
170410;TO;2013;17210001;0;1;10.88;0;59;2.28;4.40;6.34;6.74;9.03;5.69;-0.84
170510;TO;2014;17210001;0;1;11.78;0;51;2.00;4.48;6.51;6.74;10.18;31.99;-0.36
170510;TO;2013;17210001;0;1;11.36;0;51;2.00;4.50;6.38;6.98;9.77;16.75;-0.24
170550;TO;2014;17210000;1;0;15.45;1;96;5.34;7.36;9.32;10.19;11.13;19.46;-0.69
170550;TO;2013;17210000;1;0;15.55;1;96;5.21;7.36;9.28;10.15;10.74;19.29;-0.48
171670;TO;2014;17210000;0;0;14.15;1;74;4.17;5.85;7.95;8.30;11.08;58.91;-1.11
171670;TO;2013;17210000;0;0;14.08;1;74;3.74;5.85;7.94;8.48;10.61;12.94;-0.30
170555;TO;2014;17210000;0;0;13.63;1;86;2.81;5.61;7.60;8.11;10.80;61.17;-1.77
170555;TO;2013;17210000;0;0;13.63;1;86;2.81;5.61;7.57;8.01;10.60;20.55;-0.89
170560;TO;2014;17210001;0;1;12.33;0;70;2.62;4.89;7.06;6.28;10.99;26.42;-0.34
170560;TO;2013;17210001;0;1;11.65;0;70;2.62;5.05;6.95;7.67;9.94;13.60;-0.29
170600;TO;2014;17210001;0;1;11.68;0;38;2.89;4.89;6.98;5.65;10.65;9.99;-0.58
170600;TO;2013;17210001;0;1;11.51;0;38;2.89;2.73;6.77;6.90;10.36;84.53;-0.94
170610;TO;2014;17210000;0;0;14.38;1;82;3.36;5.88;7.82;8.43;11.10;58.54;-0.87
170610;TO;2013;17210000;0;0;14.19;1;82;3.50;5.88;7.81;8.42;10.71;21.30;0.00
170625;TO;2014;17210001;0;1;10.84;0;56;1.90;3.88;5.93;5.77;10.02;8.44;-0.80
170625;TO;2013;17210001;0;1;10.35;0;56;1.90;3.82;5.72;5.93;9.10;31.05;-0.97
170700;TO;2014;17210000;0;0;15.29;1;86;4.33;6.77;8.68;9.47;11.33;52.46;-0.73
170700;TO;2013;17210000;0;0;14.76;1;86;4.33;6.77;8.66;9.38;10.61;0.44;0.17
170710;TO;2014;17210001;0;1;12.57;0;70;3.61;5.57;7.72;7.21;11.25;23.85;-0.67
170710;TO;2013;17210001;0;1;12.42;0;70;3.61;5.54;7.47;7.84;11.53;13.62;-0.37
170720;TO;2014;17210001;0;1;12.34;0;39;3.00;5.14;7.20;6.58;11.10;20.10;-0.16
170720;TO;2013;17210001;0;1;11.83;0;39;3.00;5.11;7.07;6.89;10.46;25.41;-0.21
170730;TO;2014;17210001;0;1;12.30;0;67;3.08;5.15;7.12;6.47;11.33;22.21;-0.53
170730;TO;2013;17210001;0;1;11.84;0;67;3.08;5.14;7.02;7.08;11.10;20.67;-0.54
170740;TO;2014;17210001;0;1;12.43;0;49;3.32;5.18;7.35;5.38;10.89;19.20;0.03
170740;TO;2013;17210001;0;1;12.55;0;49;3.32;4.52;7.48;6.95;10.07;57.45;0.08
170755;TO;2014;17210001;0;1;12.01;0;82;3.24;5.03;7.10;6.65;10.32;48.65;-0.53
170755;TO;2013;17210001;0;1;11.94;0;82;3.24;5.07;6.90;6.98;9.60;39.40;-0.42
170765;TO;2014;17210000;0;0;13.59;1;76;3.46;5.45;7.51;7.98;10.84;55.01;-1.71
170765;TO;2013;17210000;0;0;13.72;1;76;3.40;5.45;7.49;8.02;10.62;-9.16;-0.80
170770;TO;2014;17210000;0;0;13.32;1;65;3.02;5.68;7.66;8.54;10.64;56.71;-1.97
170770;TO;2013;17210000;0;0;13.51;1;65;3.02;5.68;7.70;8.24;10.51;13.24;-1.02
170820;TO;2014;17210000;0;0;14.01;1;72;4.47;6.38;8.42;9.20;10.77;29.68;-1.08
170820;TO;2013;17210000;0;0;14.35;1;72;4.30;6.38;8.40;8.84;10.67;29.78;-0.87
170825;TO;2014;17210001;0;1;11.89;0;81;2.44;4.89;6.90;5.97;10.73;32.50;-0.87
170825;TO;2013;17210001;0;1;11.30;0;81;2.44;4.84;6.72;7.23;9.68;21.74;-0.92
170830;TO;2014;17210001;0;1;12.04;0;56;2.58;4.68;6.89;5.54;10.65;19.70;0.20
170830;TO;2013;17210001;0;1;11.52;0;56;2.58;4.68;6.63;6.85;10.01;-0.61;0.19
170900;TO;2014;17210000;0;0;13.16;1;41;3.35;5.74;7.72;8.47;10.32;10.17;-1.17
170900;TO;2013;17210000;0;0;13.54;1;41;3.35;5.74;7.72;8.21;10.49;24.75;-1.24
170930;TO;2014;17210000;1;0;15.45;1;91;3.32;5.71;9.03;10.22;11.46;79.46;-1.24
170930;TO;2013;17210000;1;0;15.42;1;91;4.96;7.12;9.00;10.10;10.63;23.44;-0.27
170950;TO;2014;17210000;1;0;16.45;1;98;6.17;8.43;10.34;11.30;11.44;14.09;-0.99
170950;TO;2013;17210000;1;0;16.40;1;98;6.15;8.43;10.28;11.10;10.64;13.58;-0.84
170980;TO;2014;17210001;0;1;11.22;0;58;2.46;3.99;6.08;5.77;9.72;3.96;-0.24
170980;TO;2013;17210001;0;1;10.92;0;58;2.46;3.93;5.93;6.62;9.30;-4.44;-0.21
171050;TO;2014;17105011;1;0;13.42;0;60;2.89;5.71;7.50;4.09;9.83;0.33;-0.62
171050;TO;2013;17105011;1;0;13.34;0;60;2.89;5.71;7.47;4.09;9.69;0.33;-0.62
171070;TO;2013;17107011;1;0;12.54;0;56;4.03;6.33;8.56;4.06;9.66;-1.63;0.30
171090;TO;2014;17210001;0;1;11.42;0;54;2.28;4.37;6.63;6.61;10.65;-2.87;-0.78
171090;TO;2013;17210001;0;1;10.86;0;54;2.28;4.20;6.33;6.49;9.72;29.77;-1.02
171110;TO;2014;17210001;0;1;11.48;0;64;2.35;4.39;6.52;5.97;10.15;25.58;-0.94
171110;TO;2013;17210001;0;1;11.07;0;64;2.21;4.39;6.33;6.27;9.73;28.60;-0.82
171150;TO;2014;17210001;0;1;11.46;0;37;1.91;4.67;6.72;4.93;10.61;17.00;-0.80
171150;TO;2013;17210001;0;1;11.25;0;37;1.91;3.17;6.57;6.47;9.92;81.33;-0.56
171180;TO;2014;17210001;0;1;11.09;0;46;2.06;4.05;6.26;4.62;10.30;-14.60;-1.08
171180;TO;2013;17210001;0;1;10.77;0;46;1.99;4.05;6.00;5.81;9.37;20.51;-1.56
171190;TO;2014;17210000;0;0;13.20;1;62;3.37;5.72;7.81;8.38;10.27;66.53;-1.71
171190;TO;2013;17210000;0;0;13.45;1;62;3.72;5.72;7.64;8.27;10.47;33.05;-0.92
171195;TO;2014;17210001;0;1;11.83;0;72;2.43;4.88;6.97;5.74;10.62;-0.39;-0.71
171195;TO;2013;17210001;0;1;11.31;0;72;2.39;4.87;6.80;7.13;10.20;0.44;-0.71
171200;TO;2014;17210001;0;1;11.81;0;78;2.69;4.98;6.95;6.43;10.31;-4.42;-0.87
171200;TO;2013;17210001;0;1;11.41;0;78;2.67;4.93;6.75;7.21;10.08;-16.68;-0.78
171215;TO;2014;17210000;0;0;11.63;1;64;1.09;4.02;5.99;6.62;10.72;38.20;-0.84
171215;TO;2013;17210000;0;0;11.85;1;64;1.09;4.02;5.96;6.27;10.91;36.32;-0.65
171240;TO;2014;17210001;0;1;11.61;0;69;2.49;4.65;6.72;5.51;10.60;30.33;-0.78
171240;TO;2013;17210001;0;1;11.04;0;69;2.49;4.67;6.57;6.18;9.96;27.11;-1.05
171245;TO;2014;17210001;0;1;11.70;0;64;2.48;4.73;6.87;5.00;10.91;5.98;-0.80
171245;TO;2013;17210001;0;1;11.62;0;64;2.48;4.70;6.65;6.43;11.19;19.45;-0.53
171250;TO;2014;17210001;0;1;11.93;0;55;2.41;4.86;6.89;6.40;10.52;45.69;-0.65
171250;TO;2013;17210001;0;1;11.47;0;55;2.41;4.81;6.75;7.16;9.70;41.56;-0.63
171280;TO;2014;17210001;0;1;11.49;0;64;2.36;4.57;6.72;4.32;10.51;-9.27;-1.14
171280;TO;2013;17210001;0;1;11.26;0;64;2.36;4.56;6.48;5.75;10.34;-12.97;-1.14
171320;TO;2014;17210000;0;0;14.80;1;87;4.70;7.07;8.83;9.52;10.94;1.31;1.64
171320;TO;2013;17210000;0;0;14.77;1;87;4.69;6.92;8.86;9.47;10.61;9.60;-0.97
171330;TO;2014;17210000;0;0;14.31;1;87;2.77;6.49;8.41;8.99;10.84;59.84;-1.24
171330;TO;2013;17210000;0;0;14.47;1;87;3.92;6.49;8.37;8.89;10.57;17.10;-0.36
171360;TO;2014;17210001;0;1;11.89;0;43;2.96;5.02;7.08;6.01;10.56;24.16;-1.51
171360;TO;2013;17210001;0;1;11.88;0;43;2.95;5.09;6.94;7.12;11.53;14.23;-1.56
171370;TO;2014;17210001;0;1;10.74;0;22;2.64;4.23;5.50;4.52;9.63;7.94;-0.54
171370;TO;2013;17210001;0;1;10.63;0;22;2.64;4.17;6.16;6.25;9.10;-9.62;-0.39
171395;TO;2014;17210001;0;1;11.65;0;57;2.59;4.52;6.66;4.88;10.08;32.69;-0.65
171420;TO;2014;17210000;0;0;13.99;1;80;3.59;5.96;7.93;8.66;10.65;23.19;-0.71
171420;TO;2013;17210000;0;0;14.19;1;80;3.59;5.96;7.88;8.79;10.81;33.43;-0.53
171430;TO;2014;17210000;0;0;13.13;1;45;2.59;5.44;7.40;7.85;10.41;59.16;-1.71
171430;TO;2013;17210000;0;0;13.48;1;45;3.31;5.44;7.38;7.41;10.36;18.31;-0.73
171488;TO;2014;17210000;0;0;13.54;1;70;3.27;6.04;7.95;8.52;10.86;9.74;-0.45
171488;TO;2013;17210000;0;0;13.74;1;70;3.27;6.04;7.91;8.56;10.69;9.74;-0.34
171500;TO;2014;17210001;0;1;11.55;0;65;3.11;4.63;6.73;5.14;10.81;13.20;-0.80
171500;TO;2013;17210001;0;1;11.01;0;65;3.11;4.61;6.53;7.12;9.88;14.40;-0.80
171510;TO;2014;17210001;0;1;11.93;0;82;2.52;5.24;7.15;5.49;10.63;5.64;-3.91
171510;TO;2013;17210001;0;1;11.83;0;82;2.52;5.20;7.01;6.93;11.51;19.14;-4.61
171515;TO;2014;17210001;0;1;11.64;0;74;2.27;4.60;6.68;5.79;10.17;5.38;-0.58
171515;TO;2013;17210001;0;1;11.67;0;74;2.27;4.65;6.53;6.38;11.24;-3.26;-0.60
171525;TO;2014;17210001;0;1;11.48;0;72;2.59;4.47;6.53;4.96;10.19;-14.24;-0.71
171525;TO;2013;17210001;0;1;11.12;0;72;2.59;4.47;6.38;6.26;9.78;-16.24;-0.67
171550;TO;2014;17210001;0;1;10.77;0;79;1.96;3.87;6.04;5.54;10.09;11.66;-1.14
171550;TO;2013;17210001;0;1;10.25;0;79;1.89;3.85;5.80;5.28;9.16;3.41;-1.02
172100;TO;2014;17210000;1;0;17.87;1;97;7.27;9.68;11.45;12.45;11.09;28.66;-0.76
172100;TO;2013;17210000;1;0;17.83;1;97;7.27;9.68;11.39;11.92;10.53;27.48;-0.45
171570;TO;2014;17210001;0;1;11.50;0;39;2.40;4.61;6.67;5.84;10.27;-0.28;-1.20
171570;TO;2013;17210001;0;1;10.99;0;39;2.37;4.60;6.47;7.11;9.85;-5.84;-1.17
171380;TO;2014;17210000;0;0;12.85;1;56;2.94;5.12;7.08;7.68;11.01;17.50;-1.14
171380;TO;2013;17210000;0;0;13.04;1;56;2.84;5.12;7.07;7.64;10.78;17.50;-0.87
171575;TO;2014;17210000;0;0;13.70;1;81;3.74;5.87;7.90;8.34;11.00;29.96;-1.39
171575;TO;2013;17210000;0;0;13.80;1;82;3.29;5.87;7.87;8.14;10.57;29.41;-1.27
171610;TO;2014;17210000;1;0;16.02;1;96;5.01;8.41;9.76;10.61;11.45;-15.66;-0.62
171610;TO;2013;17210000;1;0;15.94;1;96;5.50;7.83;9.71;10.55;10.67;36.79;-0.37
171620;TO;2014;17210000;0;0;13.81;1;46;2.82;5.63;7.63;8.38;10.84;17.57;-0.92
171620;TO;2013;17210000;0;0;13.92;1;46;2.82;5.63;7.60;8.35;10.75;17.01;-0.78
171630;TO;2014;17210001;0;1;12.06;0;63;2.88;4.99;7.09;5.73;10.88;29.55;-0.71
171630;TO;2013;17210001;0;1;11.50;0;63;2.88;4.05;6.88;7.11;10.24;69.48;-0.73
171650;TO;2013;17165011;0;0;13.88;0;87;3.76;6.44;8.32;7.94;9.87;68.17;-1.14
171660;TO;2014;17210000;1;0;13.50;1;50;3.77;5.85;7.81;8.35;10.96;17.51;-0.84
171660;TO;2013;17210000;1;0;13.73;1;50;3.78;5.85;7.80;8.36;10.52;17.50;-0.65
171665;TO;2014;17210001;0;1;12.12;0;47;2.47;4.86;6.94;5.56;10.82;34.96;-0.20
171665;TO;2013;17210001;0;1;11.67;0;47;2.47;4.86;6.79;6.94;10.18;35.64;-3.22
171700;TO;2014;17210001;0;1;11.96;0;65;2.91;5.03;7.12;6.10;10.57;-13.99;-0.84
171700;TO;2013;17210001;0;1;11.80;0;65;2.91;5.01;6.95;6.86;10.70;-35.21;-0.60
171720;TO;2014;17210001;0;1;11.15;0;38;2.23;4.22;6.23;4.62;10.32;29.94;-1.20
171720;TO;2013;17210001;0;1;10.65;0;38;2.23;4.20;6.00;6.23;9.39;10.95;-0.92
171750;TO;2014;17210001;0;1;12.41;0;56;3.73;5.33;7.45;7.07;10.53;31.27;-0.48
171750;TO;2013;17210001;0;1;11.96;0;56;3.72;5.30;7.20;7.64;10.65;17.58;-2.12
171780;TO;2014;17210001;0;1;11.90;0;55;2.76;4.98;7.08;6.16;10.36;-0.48;-0.30
171780;TO;2013;17210001;0;1;11.57;0;55;2.76;5.08;6.90;6.81;10.28;-44.39;-0.40
171790;TO;2014;17210001;0;1;12.58;0;63;3.04;5.52;7.47;6.67;11.18;44.59;-0.71
171790;TO;2013;17210001;0;1;12.28;0;63;3.04;5.47;7.37;7.47;11.05;43.24;-0.78
171800;TO;2014;17210001;0;1;11.62;0;69;2.38;4.71;6.78;5.58;11.33;16.11;-1.43
171800;TO;2013;17210001;0;1;11.14;0;69;2.38;4.71;6.61;6.78;10.69;16.85;-1.51
171820;TO;2014;17210000;1;0;16.28;1;86;6.16;7.88;9.70;10.86;11.17;32.31;-1.24
171820;TO;2013;17210000;1;0;16.08;1;86;5.75;7.88;9.69;10.55;10.59;31.52;-1.08
171830;TO;2014;17210001;0;1;12.51;0;58;2.89;5.67;7.70;5.83;10.72;-2.63;-0.46
171830;TO;2013;17210001;0;1;12.29;0;58;2.89;5.45;7.48;5.30;10.23;31.04;-0.84
171840;TO;2014;17210001;0;1;12.21;0;88;2.85;4.91;7.04;6.15;10.89;41.54;-0.42
171840;TO;2013;17210001;0;1;11.93;0;88;2.85;4.92;6.86;6.93;10.64;29.99;-0.30
171845;TO;2014;17210001;0;1;11.49;0;85;2.91;4.53;6.72;6.53;10.76;15.99;-0.84
171845;TO;2013;17210001;0;1;10.99;0;85;2.91;4.53;6.45;6.92;9.83;11.80;-0.73
171850;TO;2014;17210001;0;1;11.49;0;53;2.09;4.58;6.61;4.51;10.50;16.48;-0.97
171850;TO;2013;17210001;0;1;11.00;0;53;2.05;4.61;6.46;6.49;9.46;25.94;-1.17
171855;TO;2014;17210001;0;1;11.62;0;43;2.89;4.85;6.98;6.49;9.62;8.29;-0.76
171855;TO;2013;17210001;0;1;11.36;0;43;2.89;3.66;6.78;6.53;9.10;58.70;-0.40
171865;TO;2014;17210001;0;1;11.36;0;92;2.52;4.36;6.44;4.29;10.31;21.97;-0.71
171865;TO;2013;17210001;0;1;11.57;0;92;2.52;4.47;6.28;7.14;9.67;12.84;-0.84
171870;TO;2014;17210001;0;1;11.15;0;40;2.28;4.26;6.46;4.82;10.47;12.78;-1.56
171870;TO;2013;17210001;0;1;10.59;0;40;2.28;4.13;6.20;6.38;9.55;3.29;-1.20
171875;TO;2014;17210000;0;0;13.16;1;38;4.84;4.91;6.87;7.23;10.42;23.81;-0.71
171875;TO;2013;17210000;0;0;13.23;1;38;2.63;4.91;6.85;7.16;10.21;14.54;-0.46
171880;TO;2014;17210001;0;1;11.55;0;91;2.82;4.92;6.95;5.92;11.05;41.38;-0.14
171880;TO;2013;17188011;1;0;12.35;0;91;3.64;5.97;7.21;4.70;9.21;1.02;-0.05
171884;TO;2014;17210001;0;1;12.12;0;53;2.76;4.67;6.86;6.32;10.52;15.00;-0.63
171884;TO;2013;17210001;0;1;11.06;0;53;2.76;4.58;6.54;7.07;9.72;-13.19;-1.08
171886;TO;2014;17188611;0;0;12.95;0;66;3.00;7.09;7.70;4.09;9.92;78.57;0.62
171888;TO;2014;17210001;0;1;11.84;0;60;2.24;4.55;6.55;4.51;10.44;29.69;-0.22
171888;TO;2013;17210001;0;1;11.37;0;60;2.24;4.61;6.39;6.30;9.80;32.25;-0.33
171889;TO;2014;17210001;0;1;10.71;0;43;1.60;3.74;5.95;5.24;9.95;16.19;-0.82
171889;TO;2013;17210001;0;1;10.37;0;43;1.60;3.72;5.63;6.56;9.02;11.16;-0.63
171890;TO;2014;17210001;0;1;11.86;0;65;2.51;4.80;6.89;6.19;10.54;-2.26;-0.04
171890;TO;2013;17210001;0;1;11.47;0;65;2.51;4.65;6.63;7.18;9.90;21.24;-0.51
171900;TO;2014;17210001;0;1;11.75;0;64;2.63;4.51;6.59;5.64;11.13;64.84;-0.99
171900;TO;2013;17210001;0;1;11.29;0;64;2.63;4.47;6.43;6.55;10.49;59.68;-0.92
172000;TO;2014;17210001;0;1;11.77;0;64;2.14;4.52;6.63;4.90;10.22;45.45;-0.54
172000;TO;2013;17210001;0;1;11.58;0;64;2.14;4.56;6.40;6.05;10.35;23.62;-0.33
172010;TO;2014;17210001;0;1;11.93;0;59;2.43;4.93;6.94;6.21;10.51;26.63;-0.71
172010;TO;2013;17210001;0;1;11.80;0;59;2.37;4.50;6.71;6.75;10.54;48.28;-0.65
172015;TO;2014;17210001;0;1;10.83;0;65;2.45;3.88;6.00;4.47;10.07;8.82;-0.97
172015;TO;2013;17210001;0;1;10.29;0;65;2.36;3.83;5.75;6.04;9.14;3.27;-0.97
172020;TO;2014;17210000;0;0;13.34;1;24;2.52;5.78;7.86;8.43;10.56;12.74;-0.71
172020;TO;2013;17210000;0;0;13.68;1;24;3.60;5.78;7.84;7.44;10.31;12.53;-0.63
172025;TO;2014;17210001;0;1;11.40;0;55;2.64;4.62;6.80;5.56;10.34;20.05;-1.05
172025;TO;2013;17210001;0;1;11.21;0;55;2.64;4.63;6.57;6.57;9.95;25.17;-0.99
172030;TO;2014;17210000;0;0;12.65;1;77;2.77;5.17;7.09;7.89;10.64;4.04;-1.35
172030;TO;2013;17210000;0;0;13.04;1;77;2.77;5.17;7.09;7.62;10.55;4.04;-1.17
172049;TO;2014;17210001;0;1;12.12;0;62;3.39;5.07;7.17;6.52;10.25;-12.58;-0.20
172049;TO;2013;17210001;0;1;11.77;0;62;3.39;4.50;6.91;7.51;9.90;43.57;-0.82
172065;TO;2014;17210001;0;1;12.13;0;80;3.56;5.30;7.37;6.15;10.57;-3.49;-1.56
172065;TO;2013;17210001;0;1;11.90;0;80;3.56;5.25;7.12;7.31;10.08;-13.56;-0.87
172085;TO;2014;17210001;0;1;11.04;0;63;2.19;4.03;6.22;4.81;10.24;10.03;-0.82
172085;TO;2013;17210001;0;1;10.48;0;63;2.19;4.01;5.94;5.68;9.31;6.59;-0.87
172090;TO;2014;17210000;0;0;14.31;1;71;4.17;6.44;8.45;8.91;10.77;7.70;-0.20
172090;TO;2013;17210000;0;0;14.46;1;71;4.17;6.44;8.42;8.95;10.51;12.23;0.04
172093;TO;2014;17210001;0;1;11.17;0;80;2.12;4.44;6.40;5.14;10.28;17.90;-3.51
172093;TO;2013;17210001;0;1;10.68;0;80;2.12;4.37;6.25;6.53;9.23;-22.53;-3.51
172097;TO;2014;17209711;1;0;12.14;1;53;2.89;5.02;6.71;2.48;10.00;7.88;-0.82
172110;TO;2014;17210001;0;1;12.02;0;44;3.29;5.18;7.17;7.66;10.58;14.86;-1.05
172110;TO;2013;17210001;0;1;11.61;0;44;3.29;5.16;6.97;7.52;10.34;3.67;-1.83
172120;TO;2014;17210000;1;0;15.51;1;81;4.50;6.96;8.88;9.52;11.58;41.29;-0.60
172120;TO;2013;17210000;1;0;15.32;1;81;4.58;6.96;8.85;9.48;11.01;41.29;-0.34
172125;TO;2014;17210001;0;1;11.02;0;59;1.72;4.18;6.16;5.49;10.03;-10.03;-0.82
172125;TO;2013;17210001;0;1;10.63;0;59;1.72;4.20;6.05;5.71;9.39;-26.14;-0.73
172130;TO;2014;17210001;0;1;11.31;0;51;2.70;4.24;6.27;5.21;10.15;9.09;-0.13
172130;TO;2013;17210001;0;1;10.79;0;51;2.70;4.18;6.09;6.12;9.10;-39.52;0.15
172208;TO;2014;17210000;0;0;13.36;1;53;3.13;5.79;7.83;8.80;10.57;9.33;-0.80
172208;TO;2013;17210000;0;0;13.60;1;53;3.13;5.79;7.79;8.66;10.38;8.92;-0.65
172210;TO;2014;17210000;0;0;14.14;1;85;3.62;6.24;8.21;8.76;10.95;9.39;-0.71
172210;TO;2013;17210000;0;0;14.31;1;85;3.62;6.24;8.19;8.72;10.50;9.50;-0.53
120001;AC;2016;12004000;0;1;14.24;0;47;4.16;5.45;7.65;6.74;11.28;73.69;-0.99
120001;AC;2015;12004000;0;1;13.80;0;47;4.16;5.58;7.55;5.57;11.84;69.53;-1.27
120005;AC;2016;12004000;0;1;13.45;0;61;3.38;5.54;7.35;6.34;10.56;58.72;-0.58
120010;AC;2016;12004000;0;1;14.53;0;67;4.29;6.56;8.58;7.41;10.89;72.33;-1.24
120010;AC;2015;12004000;0;1;14.27;0;67;4.29;6.62;8.53;7.62;11.17;70.17;-1.51
120013;AC;2016;12004000;0;1;14.53;0;44;3.76;5.50;7.30;5.42;11.34;48.04;-0.16
120013;AC;2015;12004000;0;1;14.30;0;44;3.76;5.60;7.30;5.14;11.41;41.62;-0.43
120017;AC;2016;12004000;0;1;13.85;0;45;3.37;5.44;7.16;5.85;11.13;58.29;-0.84
120017;AC;2015;12004000;0;1;13.48;0;45;3.37;5.52;7.14;5.87;11.41;54.03;-1.05
120020;AC;2016;12004000;0;1;15.57;0;70;5.24;7.56;9.53;8.06;10.85;69.68;-0.53
120020;AC;2015;12004000;0;1;15.23;0;70;5.24;7.61;9.47;8.30;11.40;52.79;0.07
120025;AC;2016;12004000;0;1;14.42;0;70;4.01;6.51;8.31;6.61;11.06;67.88;-1.08
120025;AC;2015;12004000;0;1;14.11;0;70;3.93;6.61;8.28;6.95;11.37;57.28;-0.82
120030;AC;2016;12004000;0;1;14.14;0;51;4.44;5.82;8.08;7.30;10.77;62.88;-0.58
120030;AC;2015;12004000;0;1;13.65;0;51;4.44;5.86;8.03;6.94;10.68;60.64;-0.33
120032;AC;2016;12004000;0;1;13.22;0;35;2.57;4.99;6.72;5.13;10.67;52.80;-1.71
120032;AC;2015;12004000;0;1;12.59;0;35;1.92;4.94;6.70;5.71;10.49;31.41;-1.31
120033;AC;2016;12004000;0;1;13.70;0;58;4.26;6.42;8.13;6.82;10.76;75.57;-2.12
120033;AC;2015;12004000;0;1;13.08;0;58;3.99;6.39;8.10;7.81;11.08;69.24;-1.66
120034;AC;2016;12004000;0;1;13.91;0;66;3.33;5.78;7.55;6.64;10.71;59.64;-0.87
